/home/samuele/.local/lib/python3.8/site-packages/torch/cuda/__init__.py:128: UserWarning: CUDA initialization: The NVIDIA driver on your system is too old (found version 6050). Please update your GPU driver by downloading and installing a new version from the URL: http://www.nvidia.com/Download/index.aspx Alternatively, go to: https://pytorch.org to install a PyTorch version that has been compiled with your version of the CUDA driver. (Triggered internally at ../c10/cuda/CUDAFunctions.cpp:108.)
  return torch._C._cuda_getDeviceCount() > 0
/home/samuele/.local/lib/python3.8/site-packages/torch/optim/lr_scheduler.py:60: UserWarning: The verbose parameter is deprecated. Please use get_last_lr() to access the learning rate.
  warnings.warn(
Epoch 1/110, Train Loss: 0.6317, Val Loss: 0.5244
        [-0.0290, -0.3652,  0.0000,  0.0000,  0.0000,  0.1534,  1.0825, -0.0238],
        [ 0.0066, -0.3655,  0.0000,  0.0000,  0.0000,  0.1534,  1.0825,  0.0123],
        [ 0.0480, -0.3656,  0.0000,  0.0000,  0.0000,  0.1534,  1.0825, -0.0481],
        [ 0.0895, -0.3652,  0.0000,  0.0000,  0.0000,  0.1534,  1.0825, -0.0238],
        [ 0.1310, -0.3650,  0.0000,  0.0000,  0.0000,  0.1534,  1.0825, -0.0238],
        [ 0.1724, -0.3649,  0.0000,  0.0000,  0.0000,  0.1534,  1.0825, -0.0238],
        [ 0.2139, -0.3648,  0.0000,  0.0000,  0.0000,  0.1534,  1.0825, -0.0238],
        [ 0.2554, -0.3648,  0.0000,  0.0000,  0.0000,  0.1534,  1.0825, -0.0238],
        [ 0.2969, -0.3648,  0.0000,  0.0000,  0.0000,  0.1534,  1.0825, -0.0238]])

Corresponding y_train tensor:
tensor([ 0.3383, -0.3648,  0.0000,  0.0000,  0.0000,  0.1534,  1.0825, -0.0238])

Single X_train tensor:
tensor([[-0.0402, -0.3652,  0.0000,  0.0000,  0.0000,  0.1534,  1.0825, -0.0238],
        [-0.0290, -0.3652,  0.0000,  0.0000,  0.0000,  0.1534,  1.0825, -0.0238],
        [ 0.0066, -0.3655,  0.0000,  0.0000,  0.0000,  0.1534,  1.0825,  0.0123],
        [ 0.0480, -0.3656,  0.0000,  0.0000,  0.0000,  0.1534,  1.0825, -0.0481],
        [ 0.0895, -0.3652,  0.0000,  0.0000,  0.0000,  0.1534,  1.0825, -0.0238],
        [ 0.1310, -0.3650,  0.0000,  0.0000,  0.0000,  0.1534,  1.0825, -0.0238],
        [ 0.1724, -0.3649,  0.0000,  0.0000,  0.0000,  0.1534,  1.0825, -0.0238],
        [ 0.2139, -0.3648,  0.0000,  0.0000,  0.0000,  0.1534,  1.0825, -0.0238],
        [ 0.2554, -0.3648,  0.0000,  0.0000,  0.0000,  0.1534,  1.0825, -0.0238],
        [ 0.2969, -0.3648,  0.0000,  0.0000,  0.0000,  0.1534,  1.0825, -0.0238]])

Corresponding y_train tensor:
tensor([ 0.3383, -0.3648,  0.0000,  0.0000,  0.0000,  0.1534,  1.0825, -0.0238])
X_train tensor as table:
          x         y    z  roll  pitch       yaw  linear_velocity  \
0 -0.040197 -0.365190  0.0   0.0    0.0  0.153439         1.082531
1 -0.028958 -0.365195  0.0   0.0    0.0  0.153439         1.082531
2  0.006575 -0.365532  0.0   0.0    0.0  0.153439         1.082531
3  0.048038 -0.365624  0.0   0.0    0.0  0.153439         1.082531
4  0.089508 -0.365212  0.0   0.0    0.0  0.153439         1.082531
5  0.130979 -0.365017  0.0   0.0    0.0  0.153439         1.082531
6  0.172448 -0.364908  0.0   0.0    0.0  0.153439         1.082531
7  0.213917 -0.364838  0.0   0.0    0.0  0.153439         1.082531
8  0.255389 -0.364792  0.0   0.0    0.0  0.153439         1.082531
9  0.296858 -0.364766  0.0   0.0    0.0  0.153439         1.082531

   angular_velocity
0         -0.023835
1         -0.023835
2          0.012337
3         -0.048119
4         -0.023835
5         -0.023835
6         -0.023835
7         -0.023835
8         -0.023835
9         -0.023835

y_train tensor as table:
          x         y    z  roll  pitch       yaw  linear_velocity  \
0  0.338328 -0.364765  0.0   0.0    0.0  0.153439         1.082531

   angular_velocity
0         -0.023835
X_train tensor as table:
          x         y    z  roll  pitch       yaw  linear_velocity  \
0 -0.040197 -0.365190  0.0   0.0    0.0  0.153439         1.082531
1 -0.028958 -0.365195  0.0   0.0    0.0  0.153439         1.082531
2  0.006575 -0.365532  0.0   0.0    0.0  0.153439         1.082531
3  0.048038 -0.365624  0.0   0.0    0.0  0.153439         1.082531
4  0.089508 -0.365212  0.0   0.0    0.0  0.153439         1.082531
5  0.130979 -0.365017  0.0   0.0    0.0  0.153439         1.082531
6  0.172448 -0.364908  0.0   0.0    0.0  0.153439         1.082531
7  0.213917 -0.364838  0.0   0.0    0.0  0.153439         1.082531
8  0.255389 -0.364792  0.0   0.0    0.0  0.153439         1.082531
9  0.296858 -0.364766  0.0   0.0    0.0  0.153439         1.082531

   angular_velocity
0         -0.023835
1         -0.023835
2          0.012337
3         -0.048119
4         -0.023835
5         -0.023835
6         -0.023835
7         -0.023835
8         -0.023835
9         -0.023835

y_train tensor as table:
          x         y    z  roll  pitch       yaw  linear_velocity  \
0  0.338328 -0.364765  0.0   0.0    0.0  0.153439         1.082531

   angular_velocity
0         -0.023835
X_train shape: torch.Size([40, 10, 8])
y_train shape: torch.Size([40, 8])
X_train shape: torch.Size([40, 10, 8])
y_train shape: torch.Size([40, 8])
X_train shape: torch.Size([40, 10, 8])
y_train shape: torch.Size([40, 8])
X_train shape: torch.Size([40, 10, 8])
y_train shape: torch.Size([40, 8])
Number of movements inside X_train: 41
Number of movements inside y_train: 41
Number of movements inside X_train: 41
Number of movements inside y_train: 41
Number of movements inside X_train: 41
Number of movements inside y_train: 41
Number of movements inside X_val: 6
Number of movements inside y_val: 6
Number of movements inside X_val: 6
Number of movements inside y_val: 6
X_train shape: torch.Size([40, 10, 8])
y_train shape: torch.Size([40, 8])
Number of movements inside X_test: 6
Number of movements inside y_test: 6
X_train shape: torch.Size([40, 10, 8])
y_train shape: torch.Size([40, 8])
Number of movements inside X_val: 6
Number of movements inside y_val: 6
X_val shape: torch.Size([40, 10, 8])
y_val shape: torch.Size([40, 8])
Number of movements inside X_test: 6
Number of movements inside y_test: 6
X_test shape: torch.Size([40, 10, 8])
y_test shape: torch.Size([40, 8])
X_train shape: torch.Size([40, 10, 8])
y_train shape: torch.Size([40, 8])
tensor([[[-0.0402, -0.3652,  0.0000,  ...,  0.1534,  1.0825, -0.0238],
         [-0.0290, -0.3652,  0.0000,  ...,  0.1534,  1.0825, -0.0238],
         [ 0.0066, -0.3655,  0.0000,  ...,  0.1534,  1.0825,  0.0123],
         ...,
         [ 0.2139, -0.3648,  0.0000,  ...,  0.1534,  1.0825, -0.0238],
         [ 0.2554, -0.3648,  0.0000,  ...,  0.1534,  1.0825, -0.0238],
         [ 0.2969, -0.3648,  0.0000,  ...,  0.1534,  1.0825, -0.0238]],

        [[-0.0290, -0.3652,  0.0000,  ...,  0.1534,  1.0825, -0.0238],
         [ 0.0066, -0.3655,  0.0000,  ...,  0.1534,  1.0825,  0.0123],
         [ 0.0480, -0.3656,  0.0000,  ...,  0.1534,  1.0825, -0.0481],
         ...,
         [ 0.2554, -0.3648,  0.0000,  ...,  0.1534,  1.0825, -0.0238],
         [ 0.2969, -0.3648,  0.0000,  ...,  0.1534,  1.0825, -0.0238],
         [ 0.3383, -0.3648,  0.0000,  ...,  0.1534,  1.0825, -0.0238]],

        [[ 0.0066, -0.3655,  0.0000,  ...,  0.1534,  1.0825,  0.0123],
         [ 0.0480, -0.3656,  0.0000,  ...,  0.1534,  1.0825, -0.0481],
         [ 0.0895, -0.3652,  0.0000,  ...,  0.1534,  1.0825, -0.0238],
         ...,
         [ 0.2969, -0.3648,  0.0000,  ...,  0.1534,  1.0825, -0.0238],
         [ 0.3383, -0.3648,  0.0000,  ...,  0.1534,  1.0825, -0.0238],
         [ 0.3798, -0.3648,  0.0000,  ...,  0.1534,  1.0825, -0.0238]],

        ...,

        [[ 0.2997, -0.0322,  0.0000,  ...,  1.3096,  1.0825, -0.0238],
         [ 0.2605, -0.0092,  0.0000,  ...,  1.3097,  1.0825, -0.0238],
         [ 0.2212,  0.0136,  0.0000,  ...,  1.3098,  1.0825, -0.0238],
         ...,
         [ 0.0167,  0.0407,  0.0000,  ..., -1.1058,  1.0825,  0.0280],
         [-0.0247,  0.0347,  0.0000,  ..., -1.0987,  1.0825,  0.0441],
         [-0.0654,  0.0228,  0.0000,  ..., -1.0193,  1.0825,  0.5646]],

        [[ 0.2605, -0.0092,  0.0000,  ...,  1.3097,  1.0825, -0.0238],
         [ 0.2212,  0.0136,  0.0000,  ...,  1.3098,  1.0825, -0.0238],
         [ 0.1818,  0.0358,  0.0000,  ...,  1.3419,  1.0825,  0.7723],
         ...,
         [-0.0247,  0.0347,  0.0000,  ..., -1.0987,  1.0825,  0.0441],
         [-0.0654,  0.0228,  0.0000,  ..., -1.0193,  1.0825,  0.5646],
         [-0.1042, -0.0023,  0.0000,  ..., -0.9672,  1.0825,  0.2072]],

        [[ 0.2212,  0.0136,  0.0000,  ...,  1.3098,  1.0825, -0.0238],
         [ 0.1818,  0.0358,  0.0000,  ...,  1.3419,  1.0825,  0.7723],
         [ 0.1409,  0.0462,  0.0000,  ...,  1.4151,  1.0825,  0.3339],
         ...,
         [-0.0654,  0.0228,  0.0000,  ..., -1.0193,  1.0825,  0.5646],
         [-0.1042, -0.0023,  0.0000,  ..., -0.9672,  1.0825,  0.2072],
         [-0.1416, -0.0328,  0.0000,  ..., -0.9467,  1.0825,  0.0681]]])
X_train shape: torch.Size([40, 10, 8])
y_train shape: torch.Size([40, 8])
tensor([[ 3.3833e-01, -3.6476e-01,  0.0000e+00,  0.0000e+00,  0.0000e+00,
          1.5344e-01,  1.0825e+00, -2.3835e-02],
        [ 3.7980e-01, -3.6482e-01,  0.0000e+00,  0.0000e+00,  0.0000e+00,
          1.5344e-01,  1.0825e+00, -2.3835e-02],
        [ 4.2127e-01, -3.6493e-01,  0.0000e+00,  0.0000e+00,  0.0000e+00,
          1.5344e-01,  1.0825e+00, -2.3835e-02],
        [ 4.6274e-01, -3.6505e-01,  0.0000e+00,  0.0000e+00,  0.0000e+00,
          1.5344e-01,  1.0825e+00, -2.3835e-02],
        [ 5.0421e-01, -3.6516e-01,  0.0000e+00,  0.0000e+00,  0.0000e+00,
          1.5344e-01,  1.0825e+00, -2.3835e-02],
        [ 5.4567e-01, -3.6525e-01,  0.0000e+00,  0.0000e+00,  0.0000e+00,
          1.5344e-01,  1.0825e+00, -2.3835e-02],
        [ 5.8714e-01, -3.6532e-01,  0.0000e+00,  0.0000e+00,  0.0000e+00,
          1.5344e-01,  1.0825e+00, -2.3835e-02],
        [ 6.2861e-01, -3.6532e-01,  0.0000e+00,  0.0000e+00,  0.0000e+00,
          1.5344e-01,  1.0825e+00, -2.3835e-02],
        [ 6.6950e-01, -3.5837e-01,  0.0000e+00,  0.0000e+00,  0.0000e+00,
          5.0965e-01,  1.0825e+00,  5.6201e+00],
        [ 6.9609e-01, -3.1154e-01,  0.0000e+00,  0.0000e+00,  0.0000e+00,
          1.3878e+00,  1.0825e+00, -7.5260e-01],
        [ 6.9829e-01, -2.9507e-01,  0.0000e+00,  0.0000e+00,  0.0000e+00,
         -4.4240e-01,  1.0825e+00, -6.3181e+00],
        [ 7.0939e-01, -3.1423e-01,  0.0000e+00,  0.0000e+00,  0.0000e+00,
         -1.0620e-01,  1.0825e+00, -8.8776e+00],
        [ 7.2599e-01, -3.6232e-01,  0.0000e+00,  0.0000e+00,  0.0000e+00,
         -5.7540e-01,  1.0825e+00, -5.4733e+00],
        [ 7.1373e-01, -4.3463e-01,  0.0000e+00,  0.0000e+00,  0.0000e+00,
          1.4225e+00,  1.0825e+00, -1.3364e+00],
        [ 6.8060e-01, -4.6138e-01,  0.0000e+00,  0.0000e+00,  0.0000e+00,
          9.4811e-01,  1.0825e+00,  2.0602e+00],
        [ 6.6348e-01, -4.3186e-01,  0.0000e+00,  0.0000e+00,  0.0000e+00,
          6.0990e-01,  1.0825e+00,  4.6284e+00],
        [ 6.7618e-01, -3.8189e-01,  0.0000e+00,  0.0000e+00,  0.0000e+00,
          6.8157e-01,  1.0825e+00,  4.2761e+00],
        [ 6.7520e-01, -3.1093e-01,  0.0000e+00,  0.0000e+00,  0.0000e+00,
          1.0577e+00,  1.0825e+00,  1.6716e+00],
        [ 6.4893e-01, -2.5633e-01,  0.0000e+00,  0.0000e+00,  0.0000e+00,
          1.2092e+00,  1.0825e+00,  6.5864e-01],
        [ 6.1236e-01, -2.2296e-01,  0.0000e+00,  0.0000e+00,  0.0000e+00,
          1.2691e+00,  1.0825e+00,  2.4854e-01],
        [ 5.7406e-01, -1.9572e-01,  0.0000e+00,  0.0000e+00,  0.0000e+00,
          1.2931e+00,  1.0825e+00,  8.6020e-02],
        [ 5.3516e-01, -1.7100e-01,  0.0000e+00,  0.0000e+00,  0.0000e+00,
          1.3027e+00,  1.0825e+00,  2.1143e-02],
        [ 4.9604e-01, -1.4733e-01,  0.0000e+00,  0.0000e+00,  0.0000e+00,
          1.3067e+00,  1.0825e+00, -4.4741e-03],
        [ 4.5679e-01, -1.2407e-01,  0.0000e+00,  0.0000e+00,  0.0000e+00,
          1.3083e+00,  1.0825e+00, -2.3835e-02],
        [ 4.1754e-01, -1.0100e-01,  0.0000e+00,  0.0000e+00,  0.0000e+00,
          1.3090e+00,  1.0825e+00, -2.3835e-02],
        [ 3.7828e-01, -7.8020e-02,  0.0000e+00,  0.0000e+00,  0.0000e+00,
          1.3093e+00,  1.0825e+00, -2.3835e-02],
        [ 3.3901e-01, -5.5075e-02,  0.0000e+00,  0.0000e+00,  0.0000e+00,
          1.3095e+00,  1.0825e+00, -2.3835e-02],
        [ 2.9974e-01, -3.2150e-02,  0.0000e+00,  0.0000e+00,  0.0000e+00,
          1.3096e+00,  1.0825e+00, -2.3835e-02],
        [ 2.6046e-01, -9.2414e-03,  0.0000e+00,  0.0000e+00,  0.0000e+00,
          1.3097e+00,  1.0825e+00, -2.3835e-02],
        [ 2.2118e-01,  1.3646e-02,  0.0000e+00,  0.0000e+00,  0.0000e+00,
          1.3098e+00,  1.0825e+00, -2.3835e-02],
        [ 1.8178e-01,  3.5757e-02,  0.0000e+00,  0.0000e+00,  0.0000e+00,
          1.3419e+00,  1.0825e+00,  7.7229e-01],
        [ 1.4088e-01,  4.6188e-02,  0.0000e+00,  0.0000e+00,  0.0000e+00,
          1.4151e+00,  1.0825e+00,  3.3390e-01],
        [ 9.9458e-02,  4.7889e-02,  0.0000e+00,  0.0000e+00,  0.0000e+00,
         -1.1319e+00,  1.0825e+00,  1.4635e-01],
        [ 5.8028e-02,  4.5399e-02,  0.0000e+00,  0.0000e+00,  0.0000e+00,
         -1.1150e+00,  1.0825e+00,  6.1742e-02],
        [ 1.6656e-02,  4.0738e-02,  0.0000e+00,  0.0000e+00,  0.0000e+00,
         -1.1058e+00,  1.0825e+00,  2.7989e-02],
        [-2.4704e-02,  3.4742e-02,  0.0000e+00,  0.0000e+00,  0.0000e+00,
         -1.0987e+00,  1.0825e+00,  4.4126e-02],
        [-6.5419e-02,  2.2759e-02,  0.0000e+00,  0.0000e+00,  0.0000e+00,
         -1.0193e+00,  1.0825e+00,  5.6462e-01],
        [-1.0418e-01, -2.3131e-03,  0.0000e+00,  0.0000e+00,  0.0000e+00,
         -9.6720e-01,  1.0825e+00,  2.0723e-01],
        [-1.4164e-01, -3.2837e-02,  0.0000e+00,  0.0000e+00,  0.0000e+00,
         -9.4670e-01,  1.0825e+00,  6.8098e-02],
        [-1.7852e-01, -6.5460e-02,  0.0000e+00,  0.0000e+00,  0.0000e+00,
         -9.3852e-01,  1.0825e+00,  1.3240e-02]])
X_train shape: torch.Size([40, 10, 8])
y_train shape: torch.Size([40, 8])
/home/samuele/.local/lib/python3.8/site-packages/torch/optim/lr_scheduler.py:60: UserWarning: The verbose parameter is deprecated. Please use get_last_lr() to access the learning rate.
  warnings.warn(
X_batch shape before merging:  torch.Size([32, 40, 10, 8])
X_batch shape after merging:  torch.Size([1280, 10, 8])
X_batch shape before merging:  torch.Size([9, 40, 10, 8])
X_batch shape after merging:  torch.Size([360, 10, 8])
Epoch 1/110, Train Loss: 0.6218, Val Loss: 0.5230
X_batch shape before merging:  torch.Size([32, 40, 10, 8])
X_batch shape after merging:  torch.Size([1280, 10, 8])
X_batch shape before merging:  torch.Size([9, 40, 10, 8])
X_batch shape after merging:  torch.Size([360, 10, 8])
Epoch 2/110, Train Loss: 0.5805, Val Loss: 0.4517
X_batch shape before merging:  torch.Size([32, 40, 10, 8])
X_batch shape after merging:  torch.Size([1280, 10, 8])
X_batch shape before merging:  torch.Size([9, 40, 10, 8])
X_batch shape after merging:  torch.Size([360, 10, 8])
Epoch 3/110, Train Loss: 0.4305, Val Loss: 0.3684
X_batch shape before merging:  torch.Size([32, 40, 10, 8])
X_batch shape after merging:  torch.Size([1280, 10, 8])
X_batch shape before merging:  torch.Size([9, 40, 10, 8])
X_batch shape after merging:  torch.Size([360, 10, 8])
Epoch 4/110, Train Loss: 0.3350, Val Loss: 0.2823
X_batch shape before merging:  torch.Size([32, 40, 10, 8])
X_batch shape after merging:  torch.Size([1280, 10, 8])
X_batch shape before merging:  torch.Size([9, 40, 10, 8])
X_batch shape after merging:  torch.Size([360, 10, 8])
Epoch 5/110, Train Loss: 0.2210, Val Loss: 0.2270
X_batch shape before merging:  torch.Size([32, 40, 10, 8])
X_batch shape after merging:  torch.Size([1280, 10, 8])
X_batch shape before merging:  torch.Size([9, 40, 10, 8])
X_batch shape after merging:  torch.Size([360, 10, 8])
Epoch 6/110, Train Loss: 0.2071, Val Loss: 0.2092
X_batch shape before merging:  torch.Size([32, 40, 10, 8])
X_batch shape after merging:  torch.Size([1280, 10, 8])
X_batch shape before merging:  torch.Size([9, 40, 10, 8])
X_batch shape after merging:  torch.Size([360, 10, 8])
Epoch 7/110, Train Loss: 0.1719, Val Loss: 0.1987
X_batch shape before merging:  torch.Size([32, 40, 10, 8])
X_batch shape after merging:  torch.Size([1280, 10, 8])
X_batch shape before merging:  torch.Size([9, 40, 10, 8])
X_batch shape after merging:  torch.Size([360, 10, 8])
Epoch 8/110, Train Loss: 0.1741, Val Loss: 0.1923
X_batch shape before merging:  torch.Size([32, 40, 10, 8])
X_batch shape after merging:  torch.Size([1280, 10, 8])
X_batch shape before merging:  torch.Size([9, 40, 10, 8])
X_batch shape after merging:  torch.Size([360, 10, 8])
Epoch 9/110, Train Loss: 0.1502, Val Loss: 0.1806
X_batch shape before merging:  torch.Size([32, 40, 10, 8])
X_batch shape after merging:  torch.Size([1280, 10, 8])
X_batch shape before merging:  torch.Size([9, 40, 10, 8])
X_batch shape after merging:  torch.Size([360, 10, 8])
Epoch 10/110, Train Loss: 0.1146, Val Loss: 0.1675
X_batch shape before merging:  torch.Size([32, 40, 10, 8])
X_batch shape after merging:  torch.Size([1280, 10, 8])
X_batch shape before merging:  torch.Size([9, 40, 10, 8])
X_batch shape after merging:  torch.Size([360, 10, 8])
Epoch 11/110, Train Loss: 0.1106, Val Loss: 0.1597
X_batch shape before merging:  torch.Size([32, 40, 10, 8])
X_batch shape after merging:  torch.Size([1280, 10, 8])
X_batch shape before merging:  torch.Size([9, 40, 10, 8])
X_batch shape after merging:  torch.Size([360, 10, 8])
Epoch 12/110, Train Loss: 0.1033, Val Loss: 0.1543
X_batch shape before merging:  torch.Size([32, 40, 10, 8])
X_batch shape after merging:  torch.Size([1280, 10, 8])
X_batch shape before merging:  torch.Size([9, 40, 10, 8])
X_batch shape after merging:  torch.Size([360, 10, 8])
Epoch 13/110, Train Loss: 0.0986, Val Loss: 0.1510
X_batch shape before merging:  torch.Size([32, 40, 10, 8])
X_batch shape after merging:  torch.Size([1280, 10, 8])
X_batch shape before merging:  torch.Size([9, 40, 10, 8])
X_batch shape after merging:  torch.Size([360, 10, 8])
Epoch 14/110, Train Loss: 0.1004, Val Loss: 0.1518
X_batch shape before merging:  torch.Size([32, 40, 10, 8])
X_batch shape after merging:  torch.Size([1280, 10, 8])
X_batch shape before merging:  torch.Size([9, 40, 10, 8])
X_batch shape after merging:  torch.Size([360, 10, 8])
Epoch 15/110, Train Loss: 0.1289, Val Loss: 0.1522
X_batch shape before merging:  torch.Size([32, 40, 10, 8])
X_batch shape after merging:  torch.Size([1280, 10, 8])
X_batch shape before merging:  torch.Size([9, 40, 10, 8])
X_batch shape after merging:  torch.Size([360, 10, 8])
Epoch 16/110, Train Loss: 0.1251, Val Loss: 0.1496
X_batch shape before merging:  torch.Size([32, 40, 10, 8])
X_batch shape after merging:  torch.Size([1280, 10, 8])
X_batch shape before merging:  torch.Size([9, 40, 10, 8])
X_batch shape after merging:  torch.Size([360, 10, 8])
Epoch 17/110, Train Loss: 0.1014, Val Loss: 0.1446
X_batch shape before merging:  torch.Size([32, 40, 10, 8])
X_batch shape after merging:  torch.Size([1280, 10, 8])
X_batch shape before merging:  torch.Size([9, 40, 10, 8])
X_batch shape after merging:  torch.Size([360, 10, 8])
Epoch 18/110, Train Loss: 0.0910, Val Loss: 0.1400
X_batch shape before merging:  torch.Size([32, 40, 10, 8])
X_batch shape after merging:  torch.Size([1280, 10, 8])
X_batch shape before merging:  torch.Size([9, 40, 10, 8])
X_batch shape after merging:  torch.Size([360, 10, 8])
Epoch 19/110, Train Loss: 0.0854, Val Loss: 0.1368
X_batch shape before merging:  torch.Size([32, 40, 10, 8])
X_batch shape after merging:  torch.Size([1280, 10, 8])
X_batch shape before merging:  torch.Size([9, 40, 10, 8])
X_batch shape after merging:  torch.Size([360, 10, 8])
Epoch 20/110, Train Loss: 0.0847, Val Loss: 0.1353
X_batch shape before merging:  torch.Size([32, 40, 10, 8])
X_batch shape after merging:  torch.Size([1280, 10, 8])
X_batch shape before merging:  torch.Size([9, 40, 10, 8])
X_batch shape after merging:  torch.Size([360, 10, 8])
Epoch 21/110, Train Loss: 0.0815, Val Loss: 0.1354
X_batch shape before merging:  torch.Size([32, 40, 10, 8])
X_batch shape after merging:  torch.Size([1280, 10, 8])
X_batch shape before merging:  torch.Size([9, 40, 10, 8])
X_batch shape after merging:  torch.Size([360, 10, 8])
Epoch 22/110, Train Loss: 0.0876, Val Loss: 0.1352
X_batch shape before merging:  torch.Size([32, 40, 10, 8])
X_batch shape after merging:  torch.Size([1280, 10, 8])
X_batch shape before merging:  torch.Size([9, 40, 10, 8])
X_batch shape after merging:  torch.Size([360, 10, 8])
Epoch 23/110, Train Loss: 0.0762, Val Loss: 0.1340
X_batch shape before merging:  torch.Size([32, 40, 10, 8])
X_batch shape after merging:  torch.Size([1280, 10, 8])
X_batch shape before merging:  torch.Size([9, 40, 10, 8])
X_batch shape after merging:  torch.Size([360, 10, 8])
Epoch 24/110, Train Loss: 0.0966, Val Loss: 0.1317
X_batch shape before merging:  torch.Size([32, 40, 10, 8])
X_batch shape after merging:  torch.Size([1280, 10, 8])
X_batch shape before merging:  torch.Size([9, 40, 10, 8])
X_batch shape after merging:  torch.Size([360, 10, 8])
Epoch 25/110, Train Loss: 0.0850, Val Loss: 0.1291
X_batch shape before merging:  torch.Size([32, 40, 10, 8])
X_batch shape after merging:  torch.Size([1280, 10, 8])
X_batch shape before merging:  torch.Size([9, 40, 10, 8])
X_batch shape after merging:  torch.Size([360, 10, 8])
Epoch 26/110, Train Loss: 0.0895, Val Loss: 0.1273
X_batch shape before merging:  torch.Size([32, 40, 10, 8])
X_batch shape after merging:  torch.Size([1280, 10, 8])
X_batch shape before merging:  torch.Size([9, 40, 10, 8])
X_batch shape after merging:  torch.Size([360, 10, 8])
Epoch 27/110, Train Loss: 0.0797, Val Loss: 0.1265
X_batch shape before merging:  torch.Size([32, 40, 10, 8])
X_batch shape after merging:  torch.Size([1280, 10, 8])
X_batch shape before merging:  torch.Size([9, 40, 10, 8])
X_batch shape after merging:  torch.Size([360, 10, 8])
Epoch 28/110, Train Loss: 0.0788, Val Loss: 0.1255
X_batch shape before merging:  torch.Size([32, 40, 10, 8])
X_batch shape after merging:  torch.Size([1280, 10, 8])
X_batch shape before merging:  torch.Size([9, 40, 10, 8])
X_batch shape after merging:  torch.Size([360, 10, 8])
Epoch 29/110, Train Loss: 0.0692, Val Loss: 0.1246
X_batch shape before merging:  torch.Size([32, 40, 10, 8])
X_batch shape after merging:  torch.Size([1280, 10, 8])
X_batch shape before merging:  torch.Size([9, 40, 10, 8])
X_batch shape after merging:  torch.Size([360, 10, 8])
Epoch 30/110, Train Loss: 0.0802, Val Loss: 0.1233
X_batch shape before merging:  torch.Size([32, 40, 10, 8])
X_batch shape after merging:  torch.Size([1280, 10, 8])
X_batch shape before merging:  torch.Size([9, 40, 10, 8])
X_batch shape after merging:  torch.Size([360, 10, 8])
Epoch 31/110, Train Loss: 0.0725, Val Loss: 0.1219
X_batch shape before merging:  torch.Size([32, 40, 10, 8])
X_batch shape after merging:  torch.Size([1280, 10, 8])
X_batch shape before merging:  torch.Size([9, 40, 10, 8])
X_batch shape after merging:  torch.Size([360, 10, 8])
Epoch 32/110, Train Loss: 0.0700, Val Loss: 0.1210
X_batch shape before merging:  torch.Size([32, 40, 10, 8])
X_batch shape after merging:  torch.Size([1280, 10, 8])
X_batch shape before merging:  torch.Size([9, 40, 10, 8])
X_batch shape after merging:  torch.Size([360, 10, 8])
Epoch 33/110, Train Loss: 0.0744, Val Loss: 0.1201
X_batch shape before merging:  torch.Size([32, 40, 10, 8])
X_batch shape after merging:  torch.Size([1280, 10, 8])
X_batch shape before merging:  torch.Size([9, 40, 10, 8])
X_batch shape after merging:  torch.Size([360, 10, 8])
Epoch 34/110, Train Loss: 0.0788, Val Loss: 0.1190
X_batch shape before merging:  torch.Size([32, 40, 10, 8])
X_batch shape after merging:  torch.Size([1280, 10, 8])
X_batch shape before merging:  torch.Size([9, 40, 10, 8])
X_batch shape after merging:  torch.Size([360, 10, 8])
Epoch 35/110, Train Loss: 0.0593, Val Loss: 0.1184
X_batch shape before merging:  torch.Size([32, 40, 10, 8])
X_batch shape after merging:  torch.Size([1280, 10, 8])
X_batch shape before merging:  torch.Size([9, 40, 10, 8])
X_batch shape after merging:  torch.Size([360, 10, 8])
Epoch 36/110, Train Loss: 0.0591, Val Loss: 0.1177
X_batch shape before merging:  torch.Size([32, 40, 10, 8])
X_batch shape after merging:  torch.Size([1280, 10, 8])
X_batch shape before merging:  torch.Size([9, 40, 10, 8])
X_batch shape after merging:  torch.Size([360, 10, 8])
Epoch 37/110, Train Loss: 0.0863, Val Loss: 0.1172
X_batch shape before merging:  torch.Size([32, 40, 10, 8])
X_batch shape after merging:  torch.Size([1280, 10, 8])
X_batch shape before merging:  torch.Size([9, 40, 10, 8])
X_batch shape after merging:  torch.Size([360, 10, 8])
Epoch 38/110, Train Loss: 0.0681, Val Loss: 0.1169
X_batch shape before merging:  torch.Size([32, 40, 10, 8])
X_batch shape after merging:  torch.Size([1280, 10, 8])
X_batch shape before merging:  torch.Size([9, 40, 10, 8])
X_batch shape after merging:  torch.Size([360, 10, 8])
Epoch 39/110, Train Loss: 0.0627, Val Loss: 0.1164
X_batch shape before merging:  torch.Size([32, 40, 10, 8])
X_batch shape after merging:  torch.Size([1280, 10, 8])
X_batch shape before merging:  torch.Size([9, 40, 10, 8])
X_batch shape after merging:  torch.Size([360, 10, 8])
Epoch 40/110, Train Loss: 0.0820, Val Loss: 0.1155
X_batch shape before merging:  torch.Size([32, 40, 10, 8])
X_batch shape after merging:  torch.Size([1280, 10, 8])
X_batch shape before merging:  torch.Size([9, 40, 10, 8])
X_batch shape after merging:  torch.Size([360, 10, 8])
Epoch 41/110, Train Loss: 0.0684, Val Loss: 0.1144
